WP	POS	WPPOS	frac	pat_tp	sample	method	filename	runid
WPF244	D07	WPF244-D07	21	Ho	Ho-2D-DDAft30	DDAft30	211231OLc1_CS-2170-Ho-WPF244-D07--DDAft30_022.raw	211231OLc1x022
WPF244	D05	WPF244-D05	22	Ho	Ho-2D-DDAft30	DDAft30	211231OLc1_CS-2170-Ho-WPF244-D05--DDAft30_023.raw	211231OLc1x023
WPF244	D03	WPF244-D03	23	Ho	Ho-2D-DDAft30	DDAft30	211231OLc1_CS-2170-Ho-WPF244-D03--DDAft30_024.raw	211231OLc1x024
WPF244	D01	WPF244-D01	24	Ho	Ho-2D-DDAft30	DDAft30	211231OLc1_CS-2170-Ho-WPF244-D01--DDAft30_025.raw	211231OLc1x025
NA	NA	NA	NA	Ho	Ho-1D-DDAft90	DDAft90	211231OLc1_CS-2170-td210712-Ho-AP20x--DDAft90_325.raw	211231OLc1x325
NA	NA	NA	NA	Dn	Dn-FAIMS-DDAft90	FAIMS-DDAft90	220204OLc1_CS-2170-td210712-Dn-AP20x--DDAft90-FAIMS_017.raw	220204OLc1x017
NA	NA	NA	NA	Do	Do-FAIMS-DDAft90	FAIMS-DDAft90	220204OLc1_CS-2170-td210712-Do-AP20x--DDAft90-FAIMS_008.raw	220204OLc1x008
NA	NA	NA	NA	En	En-FAIMS-DDAft90	FAIMS-DDAft90	220204OLc1_CS-2170-td210712-En-AP20x--DDAft90-FAIMS_015.raw	220204OLc1x015
NA	NA	NA	NA	Eo	Eo-FAIMS-DDAft90	FAIMS-DDAft90	220204OLc1_CS-2170-td210712-Eo-AP20x--DDAft90-FAIMS_006.raw	220204OLc1x006
NA	NA	NA	NA	Gn	Gn-FAIMS-DDAft90	FAIMS-DDAft90	220204OLc1_CS-2170-td210712-Gn-AP20x--DDAft90-FAIMS_013.raw	220204OLc1x013
NA	NA	NA	NA	Go	Go-FAIMS-DDAft90	FAIMS-DDAft90	220204OLc1_CS-2170-td210712-Go-AP20x--DDAft90-FAIMS_004.raw	220204OLc1x004
NA	NA	NA	NA	Hn	Hn-FAIMS-DDAft90	FAIMS-DDAft90	220204OLc1_CS-2170-td210712-Hn-AP20x--DDAft90-FAIMS_011.raw	220204OLc1x011
NA	NA	NA	NA	Ho	Ho-FAIMS-DDAft90	FAIMS-DDAft90	220204OLc1_CS-2170-td210712-Ho-AP20x--DDAft90-FAIMS_002.raw	220204OLc1x002
